BagabonesF,0,3196,3613,52762,78703,168.56,.88,1.49
BagumMugisa,1,16,153,13,15,.11,.10,1.15
BailsInman,1,62,832,717,7866,3.69,.07,10.97
BakerBitchBakes,1,8192,6819,17836,38737,44.36,1.20,2.17
BakesCourtney,1,98,801,2869,3894,13.46,.12,1.35
Ballack85897447,1,4,141,3,6,.01,.02,2.00
BallakFarhang,1,148,2015,80,1575,.36,.07,19.68
BangeWilliam,1,8240,8202,552,5146,3.03,1.00,9.32
Banibaba2,1,79,723,2312,13191,13.68,.10,5.70
BanishedOf,1,20,81,131,1514,.83,.24,11.55
Barb09682879,1,75,177,10417,9573,43.22,.42,.91
BarbK66622531,1,5,140,496,2025,2.80,.03,4.08
Barbara85134845,0,231,279,7420,30492,17.13,.82,4.10
BarnettSemaj,1,1,7,3,18,.01,.14,6.00
Barney25265590,1,3334,4621,7095,2211,17.47,.72,.31
Barry61736994,1,19,227,22,367,.08,.08,16.68
BarryThornsber2,1,0,57,7,0,.04,0,0
BartCooper12,0,52,156,1929,583,17.69,.33,.30
BartOKavanaugh,1,23,521,1144,59,6.08,.04,.05
BaryalRahmat,1,17,236,3,75,.02,.07,25.00
BashiirYuusuf6,1,19,108,7,1,.07,.17,.14
BasraAsbat,1,14,121,17,1,.12,.11,.05
BastaviRahbar,1,107,1103,11,76,.06,.09,6.90
BatmanSteak,1,1940,2386,317,7589,1.74,.81,23.94
BauresAndrew,0,36,660,45,160,.12,.05,3.55
BeBoldEatPlants,0,47,388,62,41,.66,.12,.66
BeSurthrivalist,0,126,859,921,8754,3.52,.14,9.50
Be_long_love,1,3,34,25,29,.09,.08,1.16
Bealzeebubbles,1,785,4461,862,926,5.10,.17,1.07
Bear98Postal,1,158,369,1418,4082,3.47,.42,2.87
BeckerArden,1,0,8,4,0,.01,0,0
Bee4Marie,1,69,536,1045,2824,4.52,.12,2.70
BeekmanWilson,1,5,178,6,9,.06,.02,1.50
Begard11493727,1,0,11,2,15,.02,0,7.50
BegoneMoise,1,3,126,9,0,.06,.02,0
BeldnerJosh,1,12,315,77,1824,.18,.03,23.68
BeliaK7,1,2658,4057,30495,144713,122.46,.65,4.74
Belieberboyzzz1,1,120,3957,157,34,.91,.03,.21
BellaHallWayne1,0,43,567,53,229,.20,.07,4.32
Belle__Bermudez,1,1309,1104,350,484,2.61,1.18,1.38
Belly761,1,6,225,22,91,.13,.02,4.13
BelzerRoe,1,5,22,19,184,.04,.22,9.68
BenBrendon1,1,266,971,7,31,.04,.27,4.42
BenOwen18879196,1,19,313,1,5,0,.06,5.00
BenSnyder1973,1,6308,6705,4711,23932,12.63,.94,5.08
BenThare3,1,12,625,1058,4146,7.14,.01,3.91
BenWebb37219912,1,2,76,60,82,.15,.02,1.36
BenWhiteJr1,1,2447,3160,2616,3074,22.74,.77,1.17
Ben_R_Sci,1,1049,3955,23366,41813,53.34,.26,1.78
BenattaW,1,435,1402,20,15,.08,.31,.75
BenejamYsabel,1,3659,4599,13749,9908,44.63,.79,.72
Benjami78518116,1,1,108,24,2508,.09,0,104.50
BenjaminPeabody,1,2,273,2,76,.01,0,38.00
BenjaminSGaines,1,143,959,496,2106,2.56,.14,4.24
BensolaJames,1,5,89,1,0,0,.05,0
BentonArkDems,0,202,373,530,1999,1.36,.54,3.77
Bernardo_Cleef1,1,6,157,3,7,.02,.03,2.33
BerryFrancis6,1,562,4870,8,144,.04,.11,18.00
BerthaM86182440,1,0,8,3,25,.03,0,8.33
BertrandHunter2,1,61,1011,1047,13874,4.86,.06,13.25
Berylcowdean,1,799,3227,431,0,2.34,.24,0
BeskEmmanuel,1,2,66,5,11,.04,.03,2.20
BessentCale,0,23,124,214,67,.91,.18,.31
BestBootsReview,1,503,3043,17,4,.10,.16,.23
BestWeier,1,17,398,1,0,0,.04,0
Beto20207,0,215,551,220,1742,1.49,.39,7.91
Betseba4,1,8,96,1,10,0,.08,10.00
BettyBlueAllTh1,1,218,543,466,808,2.31,.40,1.73
BettyLo84945706,1,816,1567,1235,3478,9.80,.52,2.81
BetuliD,1,10,141,32,112,.24,.07,3.50
Bev68055257,1,498,684,38538,27210,256.92,.72,.70
Beverly18831185,1,0,28,6,20,.03,0,3.33
BeverlyCarlton8,1,253,1191,548,2042,5.42,.21,3.72
Bewitch09690296,1,1,146,52,2193,.30,0,42.17
BeyonceLanya,1,5,124,1,5,0,.04,5.00
BhermaJesus,1,28,253,3,26,.02,.11,8.66
Bibek80545328,1,2,9,8,0,.07,.22,0
BibleBeltDarlin,0,23998,23730,81181,152729,203.46,1.01,1.88
BibsyjeanBarb,1,96,441,4447,14920,9.75,.21,3.35
BigDavesYard,1,395,1897,813,2012,3.40,.20,2.47
BigFreedomGuy,0,32,354,9,46,.03,.09,5.11
BigGovSux7,1,9,91,938,145,4.32,.09,.15
BigRedSeventy1,1,1145,2333,8631,49322,26.07,.49,5.71
Bigiri7,1,1,57,4,2,.03,.01,.50
Bilal50013044,1,6,559,3,25,.02,.01,8.33
BilalHashmii1,1,3,123,5,12,.04,.02,2.40
Bill70465349,1,154,1011,58,882,.36,.15,15.20
BillAtUSDA,1,2218,590,300,543,.75,3.75,1.81
Billie27486384,1,24,315,11596,18,46.57,.07,0
Billie_F_26,1,969,1305,4317,24254,17.69,.74,5.61
BillyBobBass1,1,46,404,819,127,3.53,.11,.15
Bioliberal,1,14,34,40,27,.10,.41,.67
